Region,Nitrogen_N_mg/kg,Phosphorus_P_mg/kg,Potassium_K_mg/kg,Temperature_C,Humidity_%,Rainfall_mm,Soil_Moisture_%,LDR
Punjab,1116.904697,26.4212018,143.2408537,22.96,41.86,35.63,24.52620193,366.2093379
Punjab,1022.938352,28.08352232,172.3576937,20.45,60.85,8.56,22.92511252,333.8475099
Punjab,616.5896337,26.85529262,247.0073184,22.67,61.7,35.18,26.10018406,310.4331545
Punjab,683.3436524,30.60441357,230.0569722,21.24,86.24928346,11.18,24.20875644,304.8788854
Punjab,960.7535222,11.51000854,198.7150242,25.54,73.8,6.11,31.33980727,354.6958965
Punjab,909.9875033,15.43387247,212.8830552,26.78,75.28,26.31,33.22838486,372.413225
Punjab,772.3631242,35.98708408,196.3465527,18.07,51.09,29.29,18.60868369,319.4395923
Punjab,550.5968885,22.11479959,197.8256522,15.34,50.76,8.66,14.75578481,311.3697279
Punjab,647.7788715,19.39491991,191.139617,12.82,44.4,25.04,10.58970193,250
Punjab,655.6761222,21.33646486,178.6825026,31.38851361,70.48,14.22,29.60822351,344.5986702
Punjab,831.8404624,22.91398866,223.8814735,16.48,81.73,6.64,19.45323016,326.6454854
Punjab,1199.218893,33.98745431,204.4696889,11.24,55.27,6.01,9.527377108,346.3954631
Punjab,684.6896543,12.54623953,121.619918,23.94,56.38,9.81,27.35785415,321.0992073
Punjab,622.5671253,23.1979295,211.8538887,34.46,82,1.69,44.65017384,396.3219687
Punjab,813.5962636,27.24282705,196.0605886,21.97,67.58,1.82,25.71833678,323.1950816
Punjab,1061.374037,31.02347796,218.6613396,26.19,66.54,3.87,31.52435356,377.0226312
Punjab,457.4773235,24.33623407,174.86432,22.41,42.14,32.92,23.78362524,309.8194699
Punjab,1053.833507,33.0672683,231.2795312,21.51,70.18,17.47,25.3280921,351.0116465
Punjab,741.4782902,18.92593728,173.4565192,26.6,46.06,6.46,30.03629549,380.7722542
Punjab,639.0481061,14.11136,218.7209863,20.55,42.99,14.46,21.26896972,349.1708252
Punjab,470.9429183,46.36962143,164.8950222,23.34,54.8,40.7,26.34984263,318.1010428
Punjab,927.8906734,23.40304155,155.2536766,23.61,51.21,20.63,26.37131091,364.3894146
Punjab,772.3492674,22.81765761,286.9858497,18.66,56.68,8.41,36.06605849,342.7733974
Punjab,835.1988617,32.12141097,163.4792005,26.96,38.39,9.28,29.77852755,357.8433924
Punjab,598.1549561,39.15837652,320.3304465,21.13,74.38,10.09,25.21822446,323.1206106
Punjab,670.9135367,18.91180793,211.2673594,18.22,76.92,6.11,21.40152944,286.4839913
Punjab,672.8939388,14.03683751,176.5059237,24.68,30.79,17.97,25.83898629,354.064345
Punjab,763.4028404,12.37881379,222.9792332,17.51,74.68,19.82,20.17768671,319.3628193
Punjab,658.6776169,39.59089535,159.1255311,22.14,47.84,2.06,23.98420706,354.6695377
Punjab,459.2699762,11.55163808,230.1894651,21.95,72.85,21.24,26.22546331,310.8839213
Punjab,1330.975806,30.17699949,233.5722203,27.43,58.97,8.94,32.49733026,376.9762674
Punjab,493.3903783,12.50319151,250.3235758,24.37,60.43,5.02,28.36316335,328.3568571
Punjab,832.5154195,10.88291801,146.3082204,21.87,57.22,6.18,24.54235353,337.8719786
Punjab,413.3972601,18.53594434,105.1781232,26.09,78.18,10.76,32.53819381,330.3887967
Punjab,375.1228603,11.62590513,138.7010667,28.95,41.41,5.48,32.87061798,375.3935127
Punjab,780.3094761,18.27565298,159.6418579,24.79,69.12,33.7,29.81176051,358.0737843
Punjab,830.2649791,45.40873518,290.0605255,22.05,76.52,56.48,26.72199525,301.5328751
Punjab,1026.306567,31.77299798,313.8244805,15.44,70.75,20.43,16.89451012,293.8845974
Punjab,907.113528,35.10909368,205.3373476,16.67,94.87,31.86,21.02704837,285.3884574
Punjab,782.215508,32.95037856,184.6832978,20.47,52.07,113.19,22.06657986,338.8455502
Punjab,607.984444,22.09079951,158.5056954,18.95,74.36,30.22,22.16595723,306.662671
Punjab,1075.875435,23.59802414,227.2814082,21.07,58.41,35.18,23.53086405,334.5194161
Punjab,997.1856092,29.34770249,312.5546731,22.28,78.5,12.75,27.25010911,346.1972238
Punjab,571.4510267,24.18734104,287.9922538,24.65,59.88,3.24,28.69846651,335.2350481
Punjab,811.8706524,19.38592746,245.4359729,21.65,54.18,0.21,23.92818633,349.1069621
Punjab,876.9210557,26.58810446,248.0492392,24.43,79.59,51.92,30.36910831,338.4348037
Punjab,744.6591195,17.24869269,226.4083515,22.32,52.63,22,24.71265709,353.0338387
Punjab,981.7782165,51.19766925,176.3027103,12.12,38.81,53.66,9.050911362,320.335761
Punjab,970.3569625,23.31346628,202.9964077,17.3,52.25,21.34,17.64472968,304.3035955
Punjab,782.1699336,11.9290286,172.405637,21.28,69.29,22.33,24.91854942,351.6701738
Punjab,719.926563,4.438261508,193.5842089,15.95,80.88,40.94,18.61805813,299.7927011
Punjab,1086.038049,18.60791693,88.08468375,25,61.67,19.67,29.36669406,353.831482
Punjab,997.0509066,44.90567778,179.8405233,29.65,79.77,34.5,37.6972956,372.2959404
Punjab,824.7329844,22.04472078,128.8915911,28.09,39.63,17.67,31.49273762,369.9017591
Punjab,489.3883547,29.50158192,244.7098408,20.93,53.35,1.99,22.8451048,311.1475497
Punjab,901.8117868,5.688000213,136.3977743,29.45,55.67,34.33,35.00713732,382.8500857
Punjab,896.8708648,16.31616693,194.6485697,22.74,58.28,20.62,25.86816086,354.8394482
Punjab,270.7664236,5.950956743,131.2275519,20.31,61.26,2.81,22.76614158,253.0368934
Punjab,857.2571792,23.4837389,274.8484999,18.93,70.36,28.71,21.74636644,296.0915218
Punjab,694.929091,48.38661603,92.1097774,20.49,53.33,34.69,22.21278974,292.5134864
Punjab,857.1630472,29.15829144,210.8511947,20.06,62.09,23.01,22.48854303,319.3227893
Punjab,633.9915886,40.14523809,111.8380627,22.85,59.32,20.42,26.12231566,318.8230415
Punjab,768.0100745,22.16362142,148.1678164,22.8,46.11,28.97,24.73116514,350.0119335
Punjab,1062.935922,41.43398315,199.1943469,22.02,58.29,92.8,24.84949997,355.2425048
Punjab,696.3151315,44.837203,205.6862835,24.18,57.85,12.73,27.84451071,315.1649886
Punjab,994.0142198,25.84114712,193.2131547,27.95,57.52,26.51,33.08237915,359.4828686
Punjab,642.089458,17.99733756,186.4036764,26.75,60.48,12.17,31.69763918,371.2562716
Punjab,938.0490257,13.33751239,134.9009453,14.58,61.14,79.48,14.72351031,258.3430307
Punjab,792.1354326,21.91331171,168.6146987,9.23,53.52,3.24,9.351557231,281.5851033
Punjab,910.7285373,26.52404966,182.3094834,26.67,79.09,18.81,33.4490721,350.7018475
Punjab,842.9651489,45.32430651,201.8747681,15.17,42.46,13.51,13.67577906,321.9562606
Punjab,935.8910194,13.33325046,169.5851301,20.88,49.19,34.24,22.34854484,349.4836623
Punjab,259.7622082,20.46482976,224.0783095,16.15,100,3.87,20.97994544,253.5795287
Punjab,532.1850947,4.020349373,176.5284594,12.99,44.43,13.15,10.83301297,261.8533271
Punjab,930.0484732,21.564161,189.9461859,24.71,39.69,7.44,26.75936799,337.3944864
Punjab,432.3834331,24.02292329,158.5969768,25.8,71.02,47.12,31.41171512,323.7059527
Punjab,715.9127756,29.06883929,119.4129158,19.12,28.84,6.64,17.84432022,326.6259793
Punjab,831.8026887,30.78131832,192.1851154,9.04,56.47,22.67,9.647089135,283.5433332
Punjab,635.9715282,27.31371972,254.4370202,19.27,92.19,111.26,24.39873739,283.2508893
Punjab,680.5330891,29.41687719,209.5321097,23.96,36.83,9.19,25.42259612,311.3385057
Punjab,833.896733,26.0031644,131.1786956,14.61,30.27,27.81,11.67705327,329.9005714
Punjab,1010.627964,16.53858991,223.6406685,22.92,37.51,39.14,24.0312282,366.3735745
Punjab,648.1960273,4.563101237,150.6317152,21.92,73.48,53.01,26.23753935,319.9534339
Punjab,667.3072977,18.37988361,220.1465609,24.9,76.87,25.59,30.74716508,343.5956966
Punjab,627.9066971,22.18747805,157.1969228,22.6,52.31,22.05,25.0711168,352.0574812
Punjab,318.6446682,65.5641438,207.469659,17.13,70.25,136.96,19.21481861,263.7323276
Punjab,821.5401339,24.27342358,148.3869916,27.98,80.85,0.55,35.46538299,359.4369111
Punjab,1006.414432,24.89943549,149.4371548,21.21,86.81,23.05,26.57101962,328.2790834
Punjab,989.7322142,30.89328641,87.94763563,21.86,56.3,14.09,24.44049708,344.0777815
Punjab,677.4031885,20.55846725,209.3699401,17.33,25.48,19.08,15.01779242,313.5152927
Punjab,510.9697171,62.72056894,206.26271,19.78,47.69,3.87,20.66868162,327.0248282
Punjab,841.9320436,44.8332111,215.4866681,17.58,53.6,5.64,18.16979371,306.3697824
Punjab,942.9045232,48.56854737,207.4739276,21.14,56.12,3.28,23.40159181,346.5119971
Punjab,777.090518,26.2797009,134.7452031,30.56,57.18,6.18,36.6982109,378.6368871
Punjab,864.9962547,28.94860927,239.6344618,15.14,76.78,36.21,17.0783419,317.9185684
Punjab,1020.73176,43.07366186,247.4642806,13.93,79.12,8.95,15.62164264,311.6165145
Punjab,618.881719,22.02172688,131.9601899,29.36,57.42,35.43,35.04248952,380.6157261
Punjab,705.5686932,31.35005983,215.3259607,20.95,76.48,29.61,25.17772731,338.0911549
Punjab,1126.669176,16.91921102,226.8241994,18.65,65.36,10.79,20.85649205,347.4084687
Punjab,789.9151067,21.49637775,150.2358043,27.2,60.97,26.61,32.37675896,348.7409503
Punjab,564.0786048,34.02532607,168.0205731,18.97,73.6,15.55,22.11981624,281.0986264
Punjab,667.8311995,16.48128781,208.4590218,31.13,61.08,13.16,37.88837807,372.5680312
Punjab,626.7254272,21.8436403,88.73974411,33.38100948,90.87,8.55,32.83671677,356.0854481
Punjab,870.613576,9.974325171,106.8189518,19.56,38.42,18.14,19.42238325,359.8917054
Punjab,577.9182727,43.26810599,130.6388415,32.79,52.27,90.45,39.32724365,375.6614762
Punjab,811.5831804,38.17206851,86.31514035,18.97,58.1,112.57,20.57022165,298.8327959
Punjab,646.6949441,25.40786956,246.0404978,25.71,66.59,12.21,30.84917904,353.0159753
Punjab,370.5004014,25.83324292,82.53756436,23.5,79.02,16.38,29.00194073,346.5003754
Punjab,886.8494804,29.57323957,202.5694905,28.51,59.63,8.18,34.07340215,366.5814153
Punjab,852.4091267,39.13692736,235.6215588,29.81,38.67,23.35,33.79665553,394.5502153
Punjab,921.7039905,20.84551563,159.7859998,22.16,72.64,48.01,26.48377084,345.3590212
Punjab,656.9915186,30.97402556,143.5613381,18.23,71.32,17.89,20.86243815,318.917721
Punjab,602.6704349,34.21091105,199.3570825,24.3,30.87,5.02,25.30721201,314.0745069
Punjab,892.6521341,37.95293372,186.1866299,18.61,59.94,19.68,20.2542938,322.0562118
Punjab,1119.555079,8.038039145,228.9131456,32.07,36.15,9.28,36.70478725,426.3033752
Punjab,730.5740561,19.03233602,77.00362761,22.68,50.03,75.33,24.96302335,320.3418014
Punjab,859.8898544,15.65917019,119.7841469,20.17,46.46,19.61,21.08578661,300.4207905
Punjab,714.9483687,25.85682463,214.4379414,22.92,72.14,15.87,27.50389705,372.949782
Punjab,494.820506,1.912738956,172.9498489,15.26,61.75,21.6,15.74524526,307.9550865
Punjab,969.389187,6.934858838,214.8918855,17.14,40.72,41.77,16.2716135,322.0635588
Punjab,980.5359629,48.51682848,206.570475,28,73.2,14.09,34.72009894,387.2167461
Punjab,935.8339518,32.60154805,175.0084469,18.72,38.49,3.02,18.24929126,320.2624769
Punjab,758.8355159,25.84610912,162.4650462,16.77,64.95,89.9,18.16517069,308.8877399
Punjab,897.9181712,29.8341122,321.3183632,24.68,47.79,7.04,27.538984,338.1300787
Punjab,959.5804484,28.24752359,272.8317046,27.93,54.51,4.3,32.75148438,361.5841703
Punjab,1091.621988,38.21031737,214.7167533,25.59,67.56,13.96,30.78640612,351.9471758
Punjab,1369.101248,20.65705221,181.547779,26.98,67.82,4.64,32.7521741,385.8602403
Punjab,829.8930789,26.99764245,298.8314008,18.22,80.05,17.36,21.70545361,325.7923206
Punjab,515.2314615,24.65349349,230.7471063,14.89,71.75179537,0.92,14.92661945,267.3662153
Punjab,876.7492029,14.8413166,199.8957102,29.51,64.6,16.67,35.96967629,361.7106931
Punjab,841.8819566,38.28315479,141.3049153,20.39,53.43,109.19,22.08339402,289.2876048
Punjab,987.7155687,21.95805955,284.8416163,27.95353221,62.73,34.36,23.51298482,363.7534474
Punjab,1051.516185,37.87778372,199.8571083,28.64,66.59,38.27,34.95922907,363.5026992
Punjab,720.1726667,25.95969898,301.4145636,24.78,58.53,0.95,28.74253523,340.9277326
Punjab,1232.265935,45.54197438,199.3979242,24.28,32.94,0.92,25.48437427,361.540496
Punjab,455.5963532,11.07142596,160.0531046,32.83,64.97,25.87,40.65720634,321.7976983
Punjab,884.9018139,14.98868374,257.626206,18.78,65.47,154.06,21.04684222,335.0699684
Punjab,621.0330256,14.34295922,193.541522,26.64,49.8,21.59,30.46973979,356.6949791
Punjab,417.5228332,22.515556,188.6764778,22.29,40.73,9.19,23.47341945,325.4371901
Punjab,744.3122163,40.00645125,115.687342,23.34,82.14,26.31,29.09381873,293.0310061
Punjab,499.499513,72.81042362,227.5754681,29.64,67.37,57.15,36.43716827,339.0741665
Punjab,792.9589677,4.677144204,138.850157,24.54,56.56,3.58,28.20637845,356.7810773
Punjab,812.4765169,27.5695385,154.3785358,24.69,42.94,27.56,27.06445068,372.7905555
Punjab,1042.008542,7.237082819,134.5052319,27.36,47.67,9.38,31.27727776,385.9927487
Punjab,491.5239448,29.93482973,210.315159,20.18,79.54,24.01,24.4038856,318.5665158
Punjab,971.4294796,37.99689033,93.47084707,17.8,62.06,24.41,19.33649291,329.594291
Punjab,785.0155241,24.7961609,167.1487786,16.78,51.74,68.47,16.8641194,297.13786
Punjab,994.6689016,27.89769831,239.2399079,12.17,67.65,38.42,12.00453385,306.3827006
Punjab,614.0165633,24.87649765,105.6281945,32.28,47.78,19.69,38.16840272,355.0736977
Punjab,515.843341,14.49551083,186.4477904,16.48,82.51,20.18,19.53126455,287.163054
Punjab,554.0437747,26.88500135,144.2785289,20.89,80.29,28.7,25.4792008,315.5680915
Punjab,558.5502096,20.10638509,154.62296,20.62,53,30.31,22.36013889,340.7027594
Punjab,887.4996637,35.25562831,283.9614585,23.54,50.57,19.15,26.20699463,325.2499679
Punjab,1105.810206,26.81384404,80.40186533,26.08,20.73,16.61,26.7828002,374.5811795
Punjab,621.6163402,15.26009695,306.8526992,26.3,37.78,55.17,28.79762884,370.3819417
Punjab,924.1248944,10.8982706,143.6406766,19.08,39.91,44.24,18.91079534,319.6751407
Punjab,444.9249162,3.313115884,139.0196759,21.16,62.03,26.26,24.03278551,308.0537904
Punjab,799.8108945,38.4906425,119.8725467,23.41,55.11,0.53,26.49064944,353.4388136
Punjab,928.0950336,21.75712523,222.9410532,20.76,39.82,42.9,21.24199677,322.4359746
Punjab,548.6679196,25.49375045,170.212871,30.04,55.78,16.55,35.82825394,397.6838235
Punjab,770.3562029,42.42223306,169.8561495,24.45,67.58,12.34,29.19800572,321.3102057
Punjab,943.7269299,20.80183428,183.7759783,25.67,67.92,10.48,30.93175902,365.3981695
Punjab,299.4140883,12.86245871,166.6426126,25.31,31.5,2.22,26.79049458,341.6137511
Punjab,1045.681133,26.35090612,79.33919124,27.87,58.08,20.01,33.01760478,395.7363834
Punjab,854.4204976,25.99735875,240.9667806,22.91,39.25,32.67,24.19498883,335.5776043
Punjab,956.1712814,45.3134553,243.1677568,15.52,73.53,33.27,17.27259305,324.6153258
Punjab,675.8991844,39.83456144,97.42910297,24,71.76,111.26,28.97621962,295.9315377
Punjab,473.2516215,27.76455504,117.7043771,18.74,46.53,8.98,19.09295916,292.3065836
Punjab,895.154788,40.55812591,161.6370688,19.36,48.51,35.18,20.1509322,345.8617472
Punjab,808.2467122,23.05481935,135.5689049,24.93,53.08,12.73,28.40809942,331.3654556
Punjab,835.2528037,28.05423091,179.8258228,28.19,26.21,9.73,30.29080991,342.9347917
Punjab,967.3274796,24.15521397,112.9124318,22.11,65.04,8.4,25.65395226,342.4137231
Punjab,934.9625771,13.62412775,150.2781581,23.54,55.91,9.02,26.75073318,359.3014078
Punjab,1158.584169,40.88247483,183.1393737,30.51,74.55,34.17,38.37526262,392.9218576
Punjab,776.388161,30.62770846,221.5984937,23.2,43.52,38.22,25.04238617,347.0185232
Punjab,630.7840017,23.79757512,254.7803674,35.01,50.71,83.1,42.28131558,378.2747932
Punjab,835.5576754,24.60316631,164.2976608,24.83,37.4,27.54,26.70021211,353.5241684
Punjab,1155.020144,10.77132675,285.7489256,13.2,44.94,10.67,11.16356415,303.2335766
Punjab,1060.688639,17.26171304,164.0826233,25.77,42.27,40.32,28.49702701,373.5420741
Punjab,531.4629532,25.4259321,231.4107659,23.91,74.94,16.63,29.16396052,352.5511966
Punjab,779.4547052,19.72707523,293.2444367,28.45,49.53,28.7,32.98260723,368.9779705
Punjab,1110.456864,26.03908331,187.2714348,25.37,61.86,57.69,29.89626353,396.7501856
Punjab,769.6130854,23.46958226,97.06671968,21.31,54.29,12.81,23.45885489,314.0936926
Punjab,999.3251861,20.04202371,182.0376562,15.88,40.96,16.77,14.5258021,325.3506657
Punjab,881.2997395,16.30623505,138.4604084,20.95,57.48,14.58,23.28754937,350.3320216
Punjab,945.8702049,10.79172121,155.4682118,17.75,68.99,25.51,19.948655,322.1509479
Punjab,736.6828356,21.91047892,298.3674086,19.1,41.88,39.63,19.12836091,339.0867383
Punjab,634.6855098,29.57919666,109.7230427,24.94,72.14,8.74,30.33366919,363.8182544
Punjab,794.2778332,8.600543784,189.8118293,30.35,47.25,42.57,35.41541862,356.1445102
Punjab,496.9600339,21.69555643,127.2197609,23.97,52.76,31.35,27.03552411,324.4356807
Punjab,738.7681423,27.27051879,162.9457163,16.02,67.96,32.23,17.42602468,307.878611
Punjab,854.2618672,15.60575332,219.742098,24.22,50.05,16.37,27.11484576,353.539535
Punjab,1195.538419,42.78927121,206.2007091,27.98,60.56,32.82,33.43636229,386.8157431
Punjab,876.8035456,21.94543638,164.5714232,18.95,55.28,19,20.25796376,306.7947553
Punjab,890.1686868,25.24045694,140.5037016,21.33,61.94,17.43,24.25405201,387.6584963
Punjab,1028.050686,25.71895169,198.1536525,22.07,24.29,31.53,21.52889134,340.1353592
Punjab,951.0663269,5.360684822,273.6061279,18.08,32.55,14.09,16.76547728,339.064082
Punjab,809.6969681,34.75983468,130.9637604,25.24,69.24,0.41,48.21373061,384.4125295
Punjab,1320.213572,20.29082518,289.9224062,21.4,75.56,27.3,40.42512225,384.4238997
Punjab,787.40575,22.47175556,250.7873974,24.1,46.34,13.92,26.57426994,351.6055416
Punjab,984.9279244,33.2128615,265.148305,17.56,56.34,53.66,18.42395747,316.8408748
Punjab,955.9732321,41.53747575,205.8145171,19.81,64.42,7.44,22.38207888,339.9391855
Punjab,504.8336978,11.24377257,244.8703386,25.61,70.4,47.12,31.0998264,331.0064988
Punjab,872.1896891,21.16095855,117.2375821,20.14,29.58,15.55,19.34848409,346.4352314
Punjab,818.1113154,39.11349494,146.8320932,30.63,46.71,21.34,35.76093963,389.6864612
Punjab,851.5849125,30.29991758,228.2685694,20,55.01,3.56,21.70113093,322.0911716
Punjab,631.396023,30.20177504,201.1058568,23.12,70.55,16.1,27.6247103,327.1765251
Punjab,575.9181812,12.25616098,165.8443413,26.66,100,0.41,35.27764573,321.2920875
Punjab,633.3171294,20.25798,78.10395235,14.91,56.58,0.21,14.72799141,298.912814
Punjab,747.4002011,23.12441001,153.0308228,13.2,61.53379574,10.79,10.55953381,283.5824174
Punjab,1018.188475,18.7899689,105.2705262,14.37,66.03,1.24,14.92340212,297.5715134
Punjab,1199.685096,11.88462164,201.2371519,28.31,79.81,32.92,35.82149368,369.2852975
Punjab,1054.905591,22.69319569,165.9775072,19.24,61.62,15.23,21.30202118,329.6288885
Punjab,977.4540443,40.26037042,149.071441,34.79,46.4,59.21,41.55002718,405.6765891
Punjab,605.9262825,23.58131948,338.8658673,19.18,74.37,19.67,22.48699091,323.2815608
Punjab,757.1574952,37.92220765,249.1614546,22.92,69.95,11.25,27.28531843,327.8635434
Punjab,879.8673222,27.2098521,244.2451046,29.71,44.61,56.9,34.25087873,382.3457668
Punjab,671.7849109,16.08512192,308.3064614,32.03,65.72,1.08,39.61213843,384.0153954
Punjab,1291.217032,38.93441131,234.5180951,32.31,74.96,8.16,40.92589835,414.8999904
Punjab,924.1850069,28.56097222,134.8016307,28.04,77.73,135.7,35.23283506,347.5947343
Punjab,900.0281033,35.69258013,131.5391942,27.12,59,1.24,32.07032654,383.0060016
Punjab,992.0089994,16.37026921,232.5483591,24.96,54.63,12.15,28.61288083,349.1067076
Punjab,635.6888223,33.58081757,85.19378145,25.89,78.41,18.12,32.29091073,365.7786946
Punjab,999.1792945,37.55565741,180.6744464,19.24,41.85,29.78,19.32475925,341.7563228
Punjab,678.6240357,26.5087091,81.44883572,17.91,66.58,12.59,19.92786894,314.8280103
Punjab,649.5885113,15.04812809,181.8953896,21.98,39.45,5.58,22.92496006,348.1643985
Punjab,962.3060736,25.60423227,231.0099559,21.15,75.98,29.98,25.40806441,318.3437947
Punjab,1046.909902,33.54174712,199.8164557,19.73,56.13,7.48,21.44293173,322.0721703
Punjab,930.5839131,28.32602697,237.4628501,25.48,79.03,35.78,31.77287485,340.7067846
Punjab,793.6101945,31.05160805,300.8954137,26.78,67.37,89.9,32.42711913,323.711389
Punjab,897.5802095,35.74030765,176.4512295,22.44,41.65,12.8,23.78516965,331.4793562
Punjab,859.1352747,18.79285384,345.2177667,29.39,81.37,116.97,37.4769416,371.6612902
Punjab,605.0624791,11.19809821,186.9846219,16.29,83.27,3.29,19.3368679,287.823571
Punjab,554.3020952,22.13475971,236.762306,21.03,73.23,8.05,24.96342974,289.8778777
Punjab,764.1792551,21.54234824,141.6912842,18.42,48.58,10.95,18.8376182,309.390894
Punjab,774.1341469,33.01971367,281.0892321,12.67,55.41,109.68,11.47097907,265.9993576
Punjab,801.0688838,14.28266476,237.1275081,21.59,62.18,78.13,24.63814083,301.3319808
Punjab,981.2103763,36.55220323,273.3919094,21.39,49.44,21.89,23.0944344,352.4153548
Punjab,747.604653,63.25330404,190.0380605,29.57,85.39,36.21,38.12851986,375.7841977
Punjab,936.1537976,26.12595836,104.6715248,25.15,62.16,25.51,29.63648971,355.5161453
Punjab,796.398542,25.32082647,207.9236806,16.88,20,44.56,13.77497793,300.8447302
Punjab,1156.159413,20.96671792,76.16226749,31.27,65.09,1.15,38.48903372,393.8420943
Punjab,855.6303451,19.73142745,157.1166955,28.11,54.78,24.34,33.0277639,388.2084542
Punjab,1180.880178,25.60144522,189.4183166,24.91,58.88,18.83,28.95761017,341.5195562
Punjab,833.7174916,40.13402318,329.8447003,20.87,54.47,18.14,22.85707095,338.086976
Punjab,729.7910311,23.85264566,198.7506461,17.2,72.11,3.78,19.49056962,322.6504254
Punjab,595.5185493,9.981104047,181.7591352,20.14,76.8,11.76,24.06953167,300.9302729
Punjab,521.5078885,24.66422285,177.4967717,27.44,64.25,16.17,33.04457974,342.8906775
Punjab,610.4111341,31.27711543,103.6014506,31.42,54.91,48.51,37.68103322,356.9543847
Punjab,635.8997172,22.99078738,185.0229432,29.72,59.38,9.26,35.73799419,363.929593
Punjab,896.8424448,40.47964004,193.5160672,19.56,60.29,53.86,21.60939942,326.8920072
Punjab,666.2668629,31.72766926,125.7675433,16.4,47.96,4.32,15.95635494,296.9790785
Punjab,800.844718,14.88385411,103.5543564,22.7,68.68,56.57,26.85839297,341.3845978
Punjab,1068.28959,22.05395672,148.3528359,13.16,66.9,11.49,13.31006349,292.4932124
Punjab,763.5330378,27.0843833,185.0311314,23.62,83.11,28.7,29.57066186,345.0230688
Punjab,1168.715749,12.4983134,144.2190538,21.26,78.83,10.98,25.85302467,356.2208061
Punjab,593.9803285,26.00837804,118.6317837,19.67,49.71,2,20.71148762,314.0404751
Punjab,811.7330572,7.078832903,188.5520879,14.03,72.3,35.64,15.07044756,285.6632162
Punjab,738.8548267,34.15137415,217.4471673,29.6845503,45.74,8.15,27.17356993,387.2438761
Punjab,992.9102316,35.94301321,191.8163684,19.34,70.44,10.87,22.31389815,309.9129181
Punjab,370.8179629,25.57041674,148.7439068,16.15,52.25,43.53,16.0350787,282.9982476
Punjab,552.4760467,15.35376942,212.3106082,7.64,44.65,62.15,8.465120165,297.6935112
Punjab,759.2875263,26.48530636,169.4210141,30.02494307,64.2,58.65,25.23006801,375.8729985
Punjab,1143.600331,49.8672239,106.0831126,30.86,20,27.13,33.39814931,413.0096773
Punjab,853.431887,15.14168367,237.0159236,30.31,33.74,54.58,34.00353664,419.4412666
Punjab,557.1013496,18.90690509,199.5162849,19.71,57.34,69.42,21.53376217,344.6932579
Punjab,566.1527906,29.58566681,176.3313277,18.99,61.24,10.96,20.90366265,292.3114807
Punjab,1173.487701,28.78597941,85.95907096,24.34,54.46,14.91,27.72602184,369.1606867
Punjab,682.4757129,38.2677304,142.5635496,17.01,36.31,63.35,15.64084555,298.6306563
Punjab,566.8906282,30.77407326,304.9389027,23.51,47.73,6.29,25.88316224,339.9592731
Punjab,1139.027799,34.54474512,92.79345407,25.83,65.87,3.84,30.94681399,399.7823277
Punjab,973.7940778,10.93219401,156.8753673,28.13,68.73,3.89,34.46267266,378.4766884
Punjab,1092.401746,24.69811929,177.5942073,21.5,59.76,61.29,24.27566532,335.029888
Punjab,607.2827136,12.45991624,193.9081379,20.98,77.35,45.55,25.30525067,358.5359595
Punjab,530.2603296,20.11978872,89.2549856,17.61,65.96,26.7,19.44609554,302.8938717
Punjab,860.6730584,18.33633298,186.9836194,17.87,48.79,24.48,18.08881652,310.1213064
Punjab,879.9342892,21.89025227,78.11197523,20.87,55.79,26.7,22.98924692,320.6811414
Punjab,888.1760595,36.33920361,191.1558137,23.84,60.94143021,13.08,25.46570076,376.918208
Punjab,1108.318859,32.70636787,143.2362496,26.57,58.38,14.05,31.23779151,371.507809
Punjab,392.8352573,31.60246582,133.0855721,17.98,76.68,48.28,21.04815093,253.8524384
Punjab,975.4899066,10.7093901,222.0865845,29.46,70.28,10.24,36.47793513,375.5149121
Punjab,547.1880747,23.38674991,166.1498735,20.64,81.03,74.54,25.20301399,331.0549966
Punjab,1208.505344,36.38147064,213.2535249,21.89,55.46,8.4,24.39567213,371.1218843
Punjab,670.7217236,39.11008659,217.9414796,18.26,80.19,32.31,21.78914969,284.9844737
Punjab,601.6614418,7.892056408,248.4595581,9.88,57.1,73.12,9.71004366,298.699895
Punjab,726.1680351,20.27019459,105.7425818,26.42,82.07,36.43,33.39737762,368.3783463
Punjab,542.9634216,32.4487796,240.3111334,25.68,59.67,53.86,30.12721488,341.0713388
Punjab,807.9657225,23.16085788,180.0286084,20.59,70.61,48.28,24.09084706,322.4265567
Punjab,651.0130595,14.35465322,152.7579116,22.33,82.13,10.87,27.68266855,315.5946237
Punjab,949.8225192,11.07259646,103.2900041,24.58,57.1,23.01,28.31985856,353.0648236
Punjab,945.1062913,16.79011216,211.6564923,14.19,63.28,13.68,14.38758348,318.0112938
Punjab,1117.348369,11.48631411,116.2254917,19.35,79.33,36.21,23.23329514,305.6752889
Punjab,903.0822079,26.31265497,211.3623023,25.97,58,49.01,30.36049525,346.1154163
Punjab,896.5473948,35.00135553,300.1515509,15.73,40.19,20.33,14.23866158,338.0661139
Punjab,1067.42459,15.19019962,232.4951262,23.47,92.15,3.96,30.26451058,351.8060165
Punjab,675.1213906,26.32467461,264.7786487,15.22,52.95,90.04,14.7953533,284.9215671
Punjab,484.6155951,30.47348357,141.0863551,24.33,62.38,11.46,39.57625085,335.2456819
