Region,Nitrogen_N_mg/kg,Phosphorus_P_mg/kg,Potassium_K_mg/kg,Temperature_C,Humidity_%,Rainfall_mm,Soil_Moisture_%,LDR,Irrigation_Need
Punjab,842.9651489,45.32430651,201.8747681,15.17,42.46,13.51,13.67577906,340.8,0.1397441313704419
Punjab,935.8910194,13.33325046,169.5851301,20.88,49.19,34.24,22.34854484,444.36,0.04918867972560532
Punjab,259.7622082,20.46482976,224.0783095,16.15,100.0,3.87,20.97994544,353.73,0.0
Punjab,532.1850947,4.020349373,176.5284594,12.99,44.43,13.15,10.83301297,367.74,0.12930858465969877
Punjab,930.0484732,21.564161,189.9461859,24.71,39.69,7.44,26.75936799,455.33,0.13996555107077394
Punjab,432.3834331,24.02292329,158.5969768,25.8,71.02,47.12,31.41171512,484.97,0.003082235132264607
Punjab,715.9127756,29.06883929,119.4129158,19.12,28.84,6.64,17.84432022,484.91,0.2178446657630199
Punjab,831.8026887,30.78131832,192.1851154,9.04,56.47,22.67,9.647089135,420.56,0.0544058782716952
Punjab,635.9715282,27.31371972,254.4370202,19.27,92.19,111.26,24.39873739,413.57,0.0
Punjab,680.5330891,29.41687719,209.5321097,23.96,36.83,9.19,25.42259612,496.91,0.15006977156762874
Punjab,833.896733,26.0031644,131.1786956,14.61,30.27,27.81,11.67705327,348.26,0.10671227248989111
Punjab,1010.627964,16.53858991,223.6406685,22.92,37.51,39.14,24.0312282,338.05,0.04139760606541621
Punjab,648.1960273,4.563101237,150.6317152,21.92,73.48,53.01,26.23753935,466.17,0.0
Punjab,667.3072977,18.37988361,220.1465609,24.9,76.87,25.59,30.74716508,402.38,0.021680351690277024
Punjab,627.9066971,22.18747805,157.1969228,22.6,52.31,22.05,25.0711168,477.5,0.07495379794558656
Punjab,318.6446682,65.5641438,207.469659,17.13,70.25,136.96,19.21481861,364.15,0.0
Punjab,821.5401339,24.27342358,148.3869916,27.98,80.85,0.55,35.46538299,381.22,0.02002498257283541
Punjab,1006.414432,24.89943549,149.4371548,21.21,86.81,23.05,26.57101962,524.17,0.01687469851854667
Punjab,989.7322142,30.89328641,87.94763563,21.86,56.3,14.09,24.44049708,405.41,0.08895932271451429
Punjab,677.4031885,20.55846725,209.3699401,17.33,25.48,19.08,15.01779242,447.74,0.16626102608653193
Punjab,510.9697171,62.72056894,206.26271,19.78,47.69,3.87,20.66868162,326.67,0.15378170974404828
Punjab,841.9320436,44.8332111,215.4866681,17.58,53.6,5.64,18.16979371,344.71,0.13165427871766922
Punjab,942.9045232,48.56854737,207.4739276,21.14,56.12,3.28,23.40159181,308.97,0.11989184020995444
Punjab,777.090518,26.2797009,134.7452031,30.56,57.18,6.18,36.6982109,406.09,0.0315551657101712
Punjab,864.9962547,28.94860927,239.6344618,15.14,76.78,36.21,17.0783419,547.23,0.01852026244540676
Punjab,1020.73176,43.07366186,247.4642806,13.93,79.12,8.95,15.62164264,518.47,0.04851186386191477
Punjab,618.881719,22.02172688,131.9601899,29.36,57.42,35.43,35.04248952,458.23,0.015049901263173474
Punjab,705.5686932,31.35005983,215.3259607,20.95,76.48,29.61,25.17772731,515.27,0.02482001953360469
Punjab,1126.669176,16.91921102,226.8241994,18.65,65.36,10.79,20.85649205,448.54,0.08082092829847981
Punjab,789.9151067,21.49637775,150.2358043,27.2,60.97,26.61,32.37675896,392.19,0.031549034915923965
Punjab,564.0786048,34.02532607,168.0205731,18.97,73.6,15.55,22.11981624,343.39,0.05141397848484498
Punjab,667.8311995,16.48128781,208.4590218,31.13,61.08,13.16,37.88837807,463.26,0.015708564047265845
Punjab,626.7254272,21.8436403,88.73974411,33.38100948,90.87,8.55,32.83671677,348.26,0.015081885913862565
Punjab,870.613576,9.974325171,106.8189518,19.56,38.42,18.14,19.42238325,404.36,0.13161280056553695
Punjab,577.9182727,43.26810599,130.6388415,32.79,52.27,90.45,39.32724365,506.45,0.0
Punjab,811.5831804,38.17206851,86.31514035,18.97,58.1,112.57,20.57022165,332.31,0.0
Punjab,646.6949441,25.40786956,246.0404978,25.71,66.59,12.21,30.84917904,332.26,0.04950673121468327
Punjab,370.5004014,25.83324292,82.53756436,23.5,79.02,16.38,29.00194073,356.1,0.03038336428377964
Punjab,886.8494804,29.57323957,202.5694905,28.51,59.63,8.18,34.07340215,437.98,0.04754383433343565
Punjab,852.4091267,39.13692736,235.6215588,29.81,38.67,23.35,33.79665553,362.93,0.05037404221504898
Punjab,921.7039905,20.84551563,159.7859998,22.16,72.64,48.01,26.48377084,425.8,0.0027179610047514124
Punjab,656.9915186,30.97402556,143.5613381,18.23,71.32,17.89,20.86243815,375.5,0.053547780948578406
Punjab,602.6704349,34.21091105,199.3570825,24.3,30.87,5.02,25.30721201,426.56,0.18503131834356693
Punjab,892.6521341,37.95293372,186.1866299,18.61,59.94,19.68,20.2542938,369.41,0.0743888655141585
Punjab,1119.555079,8.038039145,228.9131456,32.07,36.15,9.28,36.70478725,545.0,0.04579307842520981
Punjab,730.5740561,19.03233602,77.00362761,22.68,50.03,75.33,24.96302335,423.18,0.0
Punjab,859.8898544,15.65917019,119.7841469,20.17,46.46,19.61,21.08578661,485.91,0.10345512247777944
Punjab,714.9483687,25.85682463,214.4379414,22.92,72.14,15.87,27.50389705,475.14,0.045389495726165234
Punjab,494.820506,1.912738956,172.9498489,15.26,61.75,21.6,15.74524526,422.64,0.067011594255031
Punjab,969.389187,6.934858838,214.8918855,17.14,40.72,41.77,16.2716135,359.72,0.03307012261314615
Punjab,980.5359629,48.51682848,206.570475,28.0,73.2,14.09,34.72009894,427.68,0.023712795966212633
Punjab,935.8339518,32.60154805,175.0084469,18.72,38.49,3.02,18.24929126,470.24,0.19610413281945988
Punjab,758.8355159,25.84610912,162.4650462,16.77,64.95,89.9,18.16517069,414.98,0.0
Punjab,897.9181712,29.8341122,321.3183632,24.68,47.79,7.04,27.538984,320.48,0.11496491552399118
Punjab,959.5804484,28.24752359,272.8317046,27.93,54.51,4.3,32.75148438,304.5,0.07014567542197431
Punjab,1091.621988,38.21031737,214.7167533,25.59,67.56,13.96,30.78640612,381.97,0.04594240528955459
Punjab,1369.101248,20.65705221,181.547779,26.98,67.82,4.64,32.7521741,337.56,0.047572670709079216
Punjab,829.8930789,26.99764245,298.8314008,18.22,80.05,17.36,21.70545361,526.55,0.036175273067785625
Punjab,515.2314615,24.65349349,230.7471063,14.89,71.75179537,0.92,14.92661945,343.96,0.08626840017284446
Punjab,876.7492029,14.8413166,199.8957102,29.51,64.6,16.67,35.96967629,398.57,0.023388181975376905
Punjab,841.8819566,38.28315479,141.3049153,20.39,53.43,109.19,22.08339402,478.02,0.0
Punjab,987.7155687,21.95805955,284.8416163,27.95353221,62.73,34.36,23.51298482,503.86,0.04477376567773964
Punjab,1051.516185,37.87778372,199.8571083,28.64,66.59,38.27,34.95922907,419.43,0.009429598752213213
Punjab,720.1726667,25.95969898,301.4145636,24.78,58.53,0.95,28.74253523,345.28,0.09457224426280665
Punjab,1232.265935,45.54197438,199.3979242,24.28,32.94,0.92,25.48437427,367.72,0.19333091083048384
Punjab,455.5963532,11.07142596,160.0531046,32.83,64.97,25.87,40.65720634,404.74,0.0
Punjab,884.9018139,14.98868374,257.626206,18.78,65.47,154.06,21.04684222,391.15,0.0
Punjab,621.0330256,14.34295922,193.541522,26.64,49.8,21.59,30.46973979,387.17,0.060347971916672925
Punjab,417.5228332,22.515556,188.6764778,22.29,40.73,9.19,23.47341945,332.96,0.14850577576991975
Punjab,744.3122163,40.00645125,115.687342,23.34,82.14,26.31,29.09381873,528.33,0.017950180844014407
Punjab,499.499513,72.81042362,227.5754681,29.64,67.37,57.15,36.43716827,307.44,0.0
Punjab,792.9589677,4.677144204,138.850157,24.54,56.56,3.58,28.20637845,410.0,0.09726698364343724
Punjab,812.4765169,27.5695385,154.3785358,24.69,42.94,27.56,27.06445068,545.08,0.06815682255882066
Punjab,1042.008542,7.237082819,134.5052319,27.36,47.67,9.38,31.27727776,464.93,0.08454881786600693
Punjab,491.5239448,29.93482973,210.315159,20.18,79.54,24.01,24.4038856,388.85,0.027893193045595722
Punjab,971.4294796,37.99689033,93.47084707,17.8,62.06,24.41,19.33649291,336.52,0.05951691308649305
Punjab,785.0155241,24.7961609,167.1487786,16.78,51.74,68.47,16.8641194,540.97,0.0
Punjab,994.6689016,27.89769831,239.2399079,12.17,67.65,38.42,12.00453385,303.5,0.021272075979257305
Punjab,614.0165633,24.87649765,105.6281945,32.28,47.78,19.69,38.16840272,470.35,0.01559678442321617
Punjab,515.843341,14.49551083,186.4477904,16.48,82.51,20.18,19.53126455,520.03,0.029322055979203857
Punjab,554.0437747,26.88500135,144.2785289,20.89,80.29,28.7,25.4792008,306.29,0.021224816155049002
Punjab,558.5502096,20.10638509,154.62296,20.62,53.0,30.31,22.36013889,481.29,0.05610171607901716
Punjab,887.4996637,35.25562831,283.9614585,23.54,50.57,19.15,26.20699463,549.71,0.08252012786569553
Punjab,1105.810206,26.81384404,80.40186533,26.08,20.73,16.61,26.7828002,459.91,0.15206212982945533
Punjab,621.6163402,15.26009695,306.8526992,26.3,37.78,55.17,28.79762884,403.67,0.0
Punjab,924.1248944,10.8982706,143.6406766,19.08,39.91,44.24,18.91079534,518.6,0.023211970441929734
Punjab,444.9249162,3.313115884,139.0196759,21.16,62.03,26.26,24.03278551,438.54,0.05075921347773816
Punjab,799.8108945,38.4906425,119.8725467,23.41,55.11,0.53,26.49064944,487.36,0.11705127551804674
Punjab,928.0950336,21.75712523,222.9410532,20.76,39.82,42.9,21.24199677,446.94,0.02773149208021348
Punjab,548.6679196,25.49375045,170.212871,30.04,55.78,16.55,35.82825394,309.57,0.030894516490020108
Punjab,770.3562029,42.42223306,169.8561495,24.45,67.58,12.34,29.19800572,353.29,0.0537433683513548
Punjab,943.7269299,20.80183428,183.7759783,25.67,67.92,10.48,30.93175902,319.69,0.04918684499576183
Punjab,299.4140883,12.86245871,166.6426126,25.31,31.5,2.22,26.79049458,326.67,0.18237452303250698
Punjab,1045.681133,26.35090612,79.33919124,27.87,58.08,20.01,33.01760478,303.85,0.04077442875392739
Punjab,854.4204976,25.99735875,240.9667806,22.91,39.25,32.67,24.19498883,405.29,0.06353506680407557
Punjab,956.1712814,45.3134553,243.1677568,15.52,73.53,33.27,17.27259305,344.66,0.02603396023530281
Punjab,675.8991844,39.83456144,97.42910297,24.0,71.76,111.26,28.97621962,513.92,0.0
Punjab,473.2516215,27.76455504,117.7043771,18.74,46.53,8.98,19.09295916,487.51,0.1432243117261296
Punjab,895.154788,40.55812591,161.6370688,19.36,48.51,35.18,20.1509322,443.29,0.04887258529607123
Punjab,808.2467122,23.05481935,135.5689049,24.93,53.08,12.73,28.40809942,422.26,0.0842253980218562
Punjab,835.2528037,28.05423091,179.8258228,28.19,26.21,9.73,30.29080991,363.97,0.13555201236889036
Punjab,967.3274796,24.15521397,112.9124318,22.11,65.04,8.4,25.65395226,418.74,0.07688374303291233
Punjab,934.9625771,13.62412775,150.2781581,23.54,55.91,9.02,26.75073318,460.31,0.09392022130248781
Punjab,1158.584169,40.88247483,183.1393737,30.51,74.55,34.17,38.37526262,495.56,0.0033284560832703746
Punjab,776.388161,30.62770846,221.5984937,23.2,43.52,38.22,25.04238617,320.42,0.03848035142232371
Punjab,630.7840017,23.79757512,254.7803674,35.01,50.71,83.1,42.28131558,477.12,0.0
Punjab,835.5576754,24.60316631,164.2976608,24.83,37.4,27.54,26.70021211,485.68,0.07738455134951652
Punjab,1155.020144,10.77132675,285.7489256,13.2,44.94,10.67,11.16356415,439.74,0.13738028574654193
Punjab,1060.688639,17.26171304,164.0826233,25.77,42.27,40.32,28.49702701,353.58,0.027608968611858922
Punjab,531.4629532,25.4259321,231.4107659,23.91,74.94,16.63,29.16396052,434.8,0.03611072248993088
Punjab,779.4547052,19.72707523,293.2444367,28.45,49.53,28.7,32.98260723,425.68,0.03577006370375915
Punjab,1110.456864,26.03908331,187.2714348,25.37,61.86,57.69,29.89626353,418.93,0.0
Punjab,769.6130854,23.46958226,97.06671968,21.31,54.29,12.81,23.45885489,415.16,0.0998700277532811
Punjab,999.3251861,20.04202371,182.0376562,15.88,40.96,16.77,14.5258021,327.71,0.1322745997787915
Punjab,881.2997395,16.30623505,138.4604084,20.95,57.48,14.58,23.28754937,345.72,0.08788499390683963
Punjab,945.8702049,10.79172121,155.4682118,17.75,68.99,25.51,19.948655,324.33,0.04504858642211565
Punjab,736.6828356,21.91047892,298.3674086,19.1,41.88,39.63,19.12836091,360.62,0.04004451474197005
Punjab,634.6855098,29.57919666,109.7230427,24.94,72.14,8.74,30.33366919,365.87,0.0461867271163758
Punjab,794.2778332,8.600543784,189.8118293,30.35,47.25,42.57,35.41541862,361.27,0.009089048251017735
Punjab,496.9600339,21.69555643,127.2197609,23.97,52.76,31.35,27.03552411,352.73,0.04563105114017524
Punjab,738.7681423,27.27051879,162.9457163,16.02,67.96,32.23,17.42602468,483.86,0.03431620412335143
Punjab,854.2618672,15.60575332,219.742098,24.22,50.05,16.37,27.11484576,504.64,0.08737252162130428
Punjab,1195.538419,42.78927121,206.2007091,27.98,60.56,32.82,33.43636229,381.78,0.02073963586565218
Punjab,876.8035456,21.94543638,164.5714232,18.95,55.28,19.0,20.25796376,376.28,0.08643972915674791
Punjab,890.1686868,25.24045694,140.5037016,21.33,61.94,17.43,24.25405201,511.01,0.06938969206267671
Punjab,1028.050686,25.71895169,198.1536525,22.07,24.29,31.53,21.52889134,455.98,0.09500887760420251
Punjab,951.0663269,5.360684822,273.6061279,18.08,32.55,14.09,16.76547728,373.36,0.16958142900091044
Punjab,809.6969681,34.75983468,130.9637604,25.24,69.24,0.41,48.21373061,478.4,0.0
Punjab,1320.213572,20.29082518,289.9224062,21.4,75.56,27.3,40.42512225,386.15,0.0
Punjab,787.40575,22.47175556,250.7873974,24.1,46.34,13.92,26.57426994,446.64,0.10440490447007378
Punjab,984.9279244,33.2128615,265.148305,17.56,56.34,53.66,18.42395747,548.16,0.0
Punjab,955.9732321,41.53747575,205.8145171,19.81,64.42,7.44,22.38207888,375.4,0.08808367977699542
Punjab,504.8336978,11.24377257,244.8703386,25.61,70.4,47.12,31.0998264,532.63,0.0032384783992903724
Punjab,872.1896891,21.16095855,117.2375821,20.14,29.58,15.55,19.34848409,380.16,0.16816878987490488
Punjab,818.1113154,39.11349494,146.8320932,30.63,46.71,21.34,35.76093963,435.07,0.03305120168286314
Punjab,851.5849125,30.29991758,228.2685694,20.0,55.01,3.56,21.70113093,415.0,0.12744159529229956
Punjab,631.396023,30.20177504,201.1058568,23.12,70.55,16.1,27.6247103,495.79,0.047607672649335624
Punjab,575.9181812,12.25616098,165.8443413,26.66,100.0,0.41,35.27764573,315.27,0.0
Punjab,633.3171294,20.25798,78.10395235,14.91,56.58,0.21,14.72799141,456.78,0.13576821211910922
Punjab,747.4002011,23.12441001,153.0308228,13.2,61.53379574,10.79,10.55953381,490.17,0.09768852209610333
Punjab,1018.188475,18.7899689,105.2705262,14.37,66.03,1.24,14.92340212,418.04,0.09947945043189077
Punjab,1199.685096,11.88462164,201.2371519,28.31,79.81,32.92,35.82149368,326.32,0.006798825077694876
Punjab,1054.905591,22.69319569,165.9775072,19.24,61.62,15.23,21.30202118,361.2,0.08001255558354953
Punjab,977.4540443,40.26037042,149.071441,34.79,46.4,59.21,41.55002718,469.92,0.0
Punjab,605.9262825,23.58131948,338.8658673,19.18,74.37,19.67,22.48699091,523.86,0.04351902351386365
Punjab,757.1574952,37.92220765,249.1614546,22.92,69.95,11.25,27.28531843,405.4,0.05655682671894747
Punjab,879.8673222,27.2098521,244.2451046,29.71,44.61,56.9,34.25087873,440.1,0.0
Punjab,671.7849109,16.08512192,308.3064614,32.03,65.72,1.08,39.61213843,357.1,0.0034722397213750276
Punjab,1291.217032,38.93441131,234.5180951,32.31,74.96,8.16,40.92589835,403.05,0.0
Punjab,924.1850069,28.56097222,134.8016307,28.04,77.73,135.7,35.23283506,384.2,0.0
Punjab,900.0281033,35.69258013,131.5391942,27.12,59.0,1.24,32.07032654,463.88,0.07165414069420706
Punjab,992.0089994,16.37026921,232.5483591,24.96,54.63,12.15,28.61288083,546.17,0.08134705960875005
Punjab,635.6888223,33.58081757,85.19378145,25.89,78.41,18.12,32.29091073,503.33,0.022895747654716248
Punjab,999.1792945,37.55565741,180.6744464,19.24,41.85,29.78,19.32475925,348.04,0.07795343606657495
Punjab,678.6240357,26.5087091,81.44883572,17.91,66.58,12.59,19.92786894,444.42,0.07490865050600107
Punjab,649.5885113,15.04812809,181.8953896,21.98,39.45,5.58,22.92496006,316.6,0.16824062288999828
Punjab,962.3060736,25.60423227,231.0099559,21.15,75.98,29.98,25.40806441,361.73,0.024734839777109354
Punjab,1046.909902,33.54174712,199.8164557,19.73,56.13,7.48,21.44293173,343.05,0.11382720988214609
Punjab,930.5839131,28.32602697,237.4628501,25.48,79.03,35.78,31.77287485,383.89,0.010418238706589698
Punjab,793.6101945,31.05160805,300.8954137,26.78,67.37,89.9,32.42711913,469.7,0.0
Punjab,897.5802095,35.74030765,176.4512295,22.44,41.65,12.8,23.78516965,424.85,0.13163391910314556
Punjab,859.1352747,18.79285384,345.2177667,29.39,81.37,116.97,37.4769416,533.23,0.0
Punjab,605.0624791,11.19809821,186.9846219,16.29,83.27,3.29,19.3368679,353.19,0.04384012606681497
Punjab,554.3020952,22.13475971,236.762306,21.03,73.23,8.05,24.96342974,391.05,0.059185748803708034
Punjab,764.1792551,21.54234824,141.6912842,18.42,48.58,10.95,18.8376182,382.46,0.13045358889191383
Punjab,774.1341469,33.01971367,281.0892321,12.67,55.41,109.68,11.47097907,358.99,0.0
Punjab,801.0688838,14.28266476,237.1275081,21.59,62.18,78.13,24.63814083,548.29,0.0
Punjab,981.2103763,36.55220323,273.3919094,21.39,49.44,21.89,23.0944344,396.81,0.08565587390951757
Punjab,747.604653,63.25330404,190.0380605,29.57,85.39,36.21,38.12851986,535.13,0.0018582313341510383
Punjab,936.1537976,26.12595836,104.6715248,25.15,62.16,25.51,29.63648971,397.62,0.040256270236515096
Punjab,796.398542,25.32082647,207.9236806,16.88,20.0,44.56,13.77497793,351.02,0.03210893795501739
Punjab,1156.159413,20.96671792,76.16226749,31.27,65.09,1.15,38.48903372,329.8,0.013429066365758984
Punjab,855.6303451,19.73142745,157.1166955,28.11,54.78,24.34,33.0277639,513.89,0.03790259024155957
Punjab,1180.880178,25.60144522,189.4183166,24.91,58.88,18.83,28.95761017,308.02,0.05875914400323232
Punjab,833.7174916,40.13402318,329.8447003,20.87,54.47,18.14,22.85707095,541.1,0.08649672180475723
Punjab,729.7910311,23.85264566,198.7506461,17.2,72.11,3.78,19.49056962,404.55,0.07578953640730939
Punjab,595.5185493,9.981104047,181.7591352,20.14,76.8,11.76,24.06953167,361.84,0.04743977579827055
Punjab,521.5078885,24.66422285,177.4967717,27.44,64.25,16.17,33.04457974,454.36,0.0384710709796553
Punjab,610.4111341,31.27711543,103.6014506,31.42,54.91,48.51,37.68103322,333.23,0.0008158606016181169
Punjab,635.8997172,22.99078738,185.0229432,29.72,59.38,9.26,35.73799419,318.04,0.034935948270032734
Punjab,896.8424448,40.47964004,193.5160672,19.56,60.29,53.86,21.60939942,506.95,0.0
Punjab,666.2668629,31.72766926,125.7675433,16.4,47.96,4.32,15.95635494,406.17,0.1562270704264656
Punjab,800.844718,14.88385411,103.5543564,22.7,68.68,56.57,26.85839297,429.56,0.0
Punjab,1068.28959,22.05395672,148.3528359,13.16,66.9,11.49,13.31006349,344.17,0.07461973321337058
Punjab,763.5330378,27.0843833,185.0311314,23.62,83.11,28.7,29.57066186,315.36,0.0147704812028499
Punjab,1168.715749,12.4983134,144.2190538,21.26,78.83,10.98,25.85302467,391.94,0.04140794988846523
Punjab,593.9803285,26.00837804,118.6317837,19.67,49.71,2.0,20.71148762,426.54,0.1526422350951939
Punjab,811.7330572,7.078832903,188.5520879,14.03,72.3,35.64,15.07044756,491.36,0.023187563233714407
Punjab,738.8548267,34.15137415,217.4471673,29.6845503,45.74,8.15,27.17356993,425.26,0.14409876978990527
Punjab,992.9102316,35.94301321,191.8163684,19.34,70.44,10.87,22.31389815,495.63,0.06594040628416017
Punjab,370.8179629,25.57041674,148.7439068,16.15,52.25,43.53,16.0350787,328.86,0.019928515097402125
Punjab,552.4760467,15.35376942,212.3106082,7.64,44.65,62.15,8.465120165,315.99,0.0
Punjab,759.2875263,26.48530636,169.4210141,30.02494307,64.2,58.65,25.23006801,339.72,0.0
Punjab,1143.600331,49.8672239,106.0831126,30.86,20.0,27.13,33.39814931,493.0,0.06212501704200075
Punjab,853.431887,15.14168367,237.0159236,30.31,33.74,54.58,34.00353664,489.83,0.0
Punjab,557.1013496,18.90690509,199.5162849,19.71,57.34,69.42,21.53376217,335.34,0.0
Punjab,566.1527906,29.58566681,176.3313277,18.99,61.24,10.96,20.90366265,307.75,0.0914570881278192
Punjab,1173.487701,28.78597941,85.95907096,24.34,54.46,14.91,27.72602184,471.32,0.07956664832635522
Punjab,682.4757129,38.2677304,142.5635496,17.01,36.31,63.35,15.64084555,513.82,0.0
Punjab,566.8906282,30.77407326,304.9389027,23.51,47.73,6.29,25.88316224,488.53,0.1263781835414107
Punjab,1139.027799,34.54474512,92.79345407,25.83,65.87,3.84,30.94681399,350.7,0.06140117581666652
Punjab,973.7940778,10.93219401,156.8753673,28.13,68.73,3.89,34.46267266,445.94,0.03743188370516006
Punjab,1092.401746,24.69811929,177.5942073,21.5,59.76,61.29,24.27566532,489.34,0.0
Punjab,607.2827136,12.45991624,193.9081379,20.98,77.35,45.55,25.30525067,363.96,0.005178984758047946
Punjab,530.2603296,20.11978872,89.2549856,17.61,65.96,26.7,19.44609554,431.93,0.047846250698615186
Punjab,860.6730584,18.33633298,186.9836194,17.87,48.79,24.48,18.08881652,378.62,0.08528537896354327
Punjab,879.9342892,21.89025227,78.11197523,20.87,55.79,26.7,22.98924692,356.39,0.060949644270624756
Punjab,888.1760595,36.33920361,191.1558137,23.84,60.94143021,13.08,25.46570076,542.4,0.08327739415293527
Punjab,1108.318859,32.70636787,143.2362496,26.57,58.38,14.05,31.23779151,528.15,0.05805703564830872
Punjab,392.8352573,31.60246582,133.0855721,17.98,76.68,48.28,21.04815093,411.42,0.0022779648533221924
Punjab,975.4899066,10.7093901,222.0865845,29.46,70.28,10.24,36.47793513,334.19,0.020434970897772717
Punjab,547.1880747,23.38674991,166.1498735,20.64,81.03,74.54,25.20301399,481.98,0.0
Punjab,1208.505344,36.38147064,213.2535249,21.89,55.46,8.4,24.39567213,363.93,0.10548315751507262
Punjab,670.7217236,39.11008659,217.9414796,18.26,80.19,32.31,21.78914969,342.13,0.01942191530063356
Punjab,601.6614418,7.892056408,248.4595581,9.88,57.1,73.12,9.71004366,395.38,0.0
Punjab,726.1680351,20.27019459,105.7425818,26.42,82.07,36.43,33.39737762,432.46,0.007073887679814635
Punjab,542.9634216,32.4487796,240.3111334,25.68,59.67,53.86,30.12721488,324.36,0.0
Punjab,807.9657225,23.16085788,180.0286084,20.59,70.61,48.28,24.09084706,442.94,0.002759816368294375
Punjab,651.0130595,14.35465322,152.7579116,22.33,82.13,10.87,27.68266855,303.84,0.03205446267152103
Punjab,949.8225192,11.07259646,103.2900041,24.58,57.1,23.01,28.31985856,522.97,0.05540371757852677
Punjab,945.1062913,16.79011216,211.6564923,14.19,63.28,13.68,14.38758348,530.19,0.08078490402198618
Punjab,1117.348369,11.48631411,116.2254917,19.35,79.33,36.21,23.23329514,483.27,0.015412822658538213
Punjab,903.0822079,26.31265497,211.3623023,25.97,58.0,49.01,30.36049525,416.64,0.0017348419128174785
Punjab,896.5473948,35.00135553,300.1515509,15.73,40.19,20.33,14.23866158,363.72,0.11984978073742443
Punjab,1067.42459,15.19019962,232.4951262,23.47,92.15,3.96,30.26451058,486.03,0.013763364134323313
Punjab,675.1213906,26.32467461,264.7786487,15.22,52.95,90.04,14.7953533,532.95,0.0
Punjab,484.6155951,30.47348357,141.0863551,24.33,62.38,11.46,39.57625085,339.63,0.002491323933201527
Punjab,849.8804705,25.37018812,225.7464584,21.82,77.34,79.88,26.48401,416.46,0.0
Punjab,499.3491223,6.044733062,103.2965285,13.92,50.87,13.99,12.77725914,378.82,0.11173512506149044
Punjab,1304.845708,33.76787735,167.9210578,27.82,44.88,1.15,31.63819813,389.19,0.10439495828995718
Punjab,1127.580196,27.36099658,284.2067653,18.33,63.81,12.84,20.24060595,401.44,0.08118001462179018
Punjab,1211.220349,27.75795267,142.7474768,17.95,62.54365936,17.12,16.6403854,537.95,0.08606687424381196
Punjab,808.5727363,19.65489395,243.9458138,32.32047962,55.68,16.37,25.96814088,364.66,0.1126596457361853
Punjab,923.9499214,26.97114719,241.3739371,27.74,63.68,16.55,33.407558,423.17,0.03702912807924271
Punjab,695.0242794,29.18104914,247.0290895,16.92,55.95,13.08,17.48507215,537.87,0.10325884739263308
Punjab,990.5096168,50.67584961,115.9332407,22.31,54.55848356,0.13,23.11482359,419.01,0.142280737075604
Punjab,573.5519658,23.68891358,212.0716603,24.14,83.91,57.09,30.39126693,515.9,0.0
Punjab,332.4978533,35.02381362,178.1557058,25.47,61.55,24.97,30.00530723,314.69,0.04083234640239261
Punjab,623.6802986,26.99857876,247.0987754,22.88,81.47,68.09,28.38672818,538.26,0.0
Punjab,480.6267428,21.08905305,80.20235836,20.16,56.1,49.95,22.03994562,346.88,0.0001324589930633614
Punjab,1343.337346,29.44585347,202.8127376,17.86,46.8,17.12,17.88998203,544.98,0.11512317031238828
Punjab,1134.10743,16.41135491,187.4713182,22.43,64.04,13.01,26.00377138,343.89,0.06959740796806876
Punjab,536.3449461,25.25414186,81.52930135,16.64,56.76,10.9,17.17631931,411.09,0.10701636542463902
Punjab,1023.487461,7.663431215,116.9096747,7.39,42.33,0.72,8.233357813,377.15,0.11119497200208733
Punjab,1060.270493,18.27276997,75.68666821,24.18,82.05,106.46,30.26467639,408.31,0.0
Punjab,524.9178358,22.96044663,136.9692155,26.52,50.67,27.44,30.39659467,362.63,0.04723867848438224
Punjab,722.3272731,36.15946494,218.9199114,10.19,32.4,13.09,7.239600423,541.33,0.13882346016139047
Punjab,709.9918348,38.14967256,198.873122,16.95,79.92,12.84,19.92224908,376.43,0.0423226573312431
Punjab,900.4959441,24.1259908,188.9772671,25.1,52.44,2.89,28.57355298,463.32,0.10709979303995058
Punjab,629.9411999,24.1024413,118.3985866,32.29,50.88,13.08,38.48826416,334.36,0.01475410108104273
Punjab,762.5235616,34.64225475,252.1518123,22.1,33.52,0.74,22.50191862,506.1,0.21106531662628714
Punjab,659.1950776,10.33813099,172.2225321,18.36,86.11,60.48,22.51141223,435.63,0.0
Punjab,838.9920014,29.99668237,184.0437375,21.09,40.66,55.33,21.78577912,544.86,0.0
Punjab,771.2286191,16.28641594,232.2805357,28.87,60.88,24.5,34.70767422,405.85,0.025402773170357426
Punjab,659.7596753,22.20950859,119.6608748,18.77,73.69,57.16,21.84893048,348.86,0.0
Punjab,987.9588054,19.98340685,191.4148837,18.0,66.33,22.0,20.0425754,386.5,0.05644518484768799
Punjab,1190.881767,33.42208567,207.5867906,19.59,59.11,28.38,21.53051853,484.24,0.053310246247024795
Punjab,684.287682,29.66620073,150.0215184,17.23,34.48,17.06,15.77750121,464.78,0.15012411269590642
Punjab,567.6691549,31.82798956,223.5953934,22.61,47.85,61.04,24.64541275,494.59,0.0
Punjab,923.463641,29.64686714,284.3650176,30.12,62.82,4.3,36.65170051,318.37,0.028559697250613653
Punjab,732.8552708,26.43295066,174.7882688,23.62,48.19,22.05,26.0792389,445.09,0.07935732641821563
Punjab,494.4856499,40.70953214,181.340119,20.74,63.05,24.97,23.53503919,533.04,0.052637286795717726
